Accession #,Site,Type,Image_1,Image_2,Image_3,Image_4,Image_5,Image_6,Match_Confidence,Notes
81,MLin DEC,AXE,Linares Museum/MLin 81 (1).jpg,Linares Museum/MLin 81 (2).jpg,Linares Museum/MLin 81 (3).jpg,Linares Museum/MLin 81 (4).jpg,,,High,structured
146,MUbe DEC,AXE,Úbeda Museum/MUbe 146 (1).jpg,Úbeda Museum/MUbe 146 (2).jpg,Úbeda Museum/MUbe 146 (3).jpg,Úbeda Museum/MUbe 146 (4).jpg,,,High,structured
147,MUbe DEC,AXE,Úbeda Museum/MUbe 147 (1).jpg,Úbeda Museum/MUbe 147 (2).jpg,Úbeda Museum/MUbe 147 (3).jpg,Úbeda Museum/MUbe 147 (4).jpg,,,High,structured
151,MUbe DEC,AXE,Úbeda Museum/MUbe 151 (1).jpg,Úbeda Museum/MUbe 151 (2).jpg,Úbeda Museum/MUbe 151 (3).jpg,Úbeda Museum/MUbe 151 (4).jpg,,,High,structured
221,MUbe DEC,AXE,Úbeda Museum/MUbe 221 (1).jpg,Úbeda Museum/MUbe 221 (2).jpg,Úbeda Museum/MUbe 221 (3).jpg,Úbeda Museum/MUbe 221 (4).jpg,,,High,structured
257,MUbe DEC,AXE,Úbeda Museum/MUbe 257 (1).jpg,Úbeda Museum/MUbe 257 (2).jpg,Úbeda Museum/MUbe 257 (3).jpg,Úbeda Museum/MUbe 257 (4).jpg,,,High,structured
258,MUbe DEC,AXE,Úbeda Museum/MUbe 258 (1).jpg,Úbeda Museum/MUbe 258 (2).jpg,Úbeda Museum/MUbe 258 (3).jpg,Úbeda Museum/MUbe 258 (4).jpg,,,High,structured
263,MUbe DEC,AXE,Úbeda Museum/MUbe 263 (1).jpg,Úbeda Museum/MUbe 263 (2).jpg,Úbeda Museum/MUbe 263 (3).jpg,Úbeda Museum/MUbe 263 (4).jpg,,,High,structured
UGR Dep DEC1,UGR Department DEC,AXE,UGR assemblages/Descontextualizado/Raw/DEC 1 (1).jpg,UGR assemblages/Descontextualizado/Raw/DEC 1 (2).jpg,UGR assemblages/Descontextualizado/Raw/DEC 1 (3).jpg,UGR assemblages/UGR trip January 2022/DEC 1.png,,,High,structured
UGR Dep DEC10,UGR Department DEC,AXE,UGR assemblages/Descontextualizado/Raw/DEC 10 (1).jpg,UGR assemblages/Descontextualizado/Raw/DEC 10 (2).jpg,UGR assemblages/Descontextualizado/Raw/DEC 10 (3).jpg,UGR assemblages/UGR trip January 2022/DEC 10.png,,,High,structured
UGR Dep DEC11,UGR Department DEC,AXE,UGR assemblages/Descontextualizado/Raw/DEC 11 (1).jpg,UGR assemblages/Descontextualizado/Raw/DEC 11 (2).jpg,UGR assemblages/Descontextualizado/Raw/DEC 11 (3).jpg,UGR assemblages/UGR trip January 2022/DEC 11.png,,,High,structured
UGR Dep DEC12,UGR Department DEC,AXE,UGR assemblages/Descontextualizado/Raw/DEC 12 (1).jpg,UGR assemblages/Descontextualizado/Raw/DEC 12 (2).jpg,UGR assemblages/Descontextualizado/Raw/DEC 12 (3).jpg,UGR assemblages/UGR trip January 2022/DEC 12.png,,,High,structured
UGR Dep DEC2,UGR Department DEC,AXE,UGR assemblages/Descontextualizado/Raw/DEC 2 (1).jpg,UGR assemblages/Descontextualizado/Raw/DEC 2 (2).jpg,UGR assemblages/Descontextualizado/Raw/DEC 2 (3).jpg,UGR assemblages/UGR trip January 2022/DEC 2.png,,,High,structured
UGR Dep DEC28,UGR Department DEC,AXE,UGR assemblages/Descontextualizado/Raw/DEC 28 (1).jpg,UGR assemblages/Descontextualizado/Raw/DEC 28 (2).jpg,UGR assemblages/Descontextualizado/Raw/DEC 28 (3).jpg,,,,High,structured
UGR Dep DEC29,UGR Department DEC,AXE,UGR assemblages/Descontextualizado/Raw/DEC 29 (1).jpg,UGR assemblages/Descontextualizado/Raw/DEC 29 (2).jpg,UGR assemblages/Descontextualizado/Raw/DEC 29 (3).jpg,,,,High,structured
UGR Dep DEC3,UGR Department DEC,AXE,UGR assemblages/Descontextualizado/Raw/DEC 3 (1).jpg,UGR assemblages/Descontextualizado/Raw/DEC 3 (2).jpg,UGR assemblages/Descontextualizado/Raw/DEC 3 (3).jpg,UGR assemblages/UGR trip January 2022/DEC 3.png,,,High,structured
UGR Dep DEC31,UGR Department DEC,AXE,UGR assemblages/Descontextualizado/Raw/DEC 31 (1).jpg,UGR assemblages/Descontextualizado/Raw/DEC 31 (2).jpg,UGR assemblages/Descontextualizado/Raw/DEC 31 (3).jpg,UGR assemblages/Descontextualizado/Raw/DEC 31 (4).jpg,UGR assemblages/Descontextualizado/Sheets/DEC 31.png,,High,structured
UGR Dep DEC32,UGR Department DEC,AXE,UGR assemblages/Descontextualizado/Raw/DEC 32 (1).jpg,UGR assemblages/Descontextualizado/Raw/DEC 32 (2).jpg,UGR assemblages/Descontextualizado/Raw/DEC 32 (3).jpg,UGR assemblages/Descontextualizado/Sheets/DEC 32.png,,,High,structured
UGR Dep DEC33,UGR Department DEC,AXE,UGR assemblages/Descontextualizado/Raw/DEC 33 (1).jpg,UGR assemblages/Descontextualizado/Raw/DEC 33 (2).jpg,UGR assemblages/Descontextualizado/Raw/DEC 33 (3).jpg,,,,High,structured
UGR Dep DEC36,UGR Department DEC,AXE,UGR assemblages/Descontextualizado/Raw/DEC 36 (1).jpg,UGR assemblages/Descontextualizado/Raw/DEC 36 (2).jpg,UGR assemblages/Descontextualizado/Raw/DEC 36 (3).jpg,UGR assemblages/Descontextualizado/Sheets/DEC 36.png,,,High,structured
UGR Dep DEC40,UGR Department DEC,AXE,UGR assemblages/Descontextualizado/Raw/DEC 40 (1).jpg,UGR assemblages/Descontextualizado/Raw/DEC 40 (2).jpg,UGR assemblages/Descontextualizado/Raw/DEC 40 (3).jpg,,,,High,structured
UGR Dep DEC41,UGR Department DEC,AXE,UGR assemblages/Descontextualizado/Raw/DEC 41 (1).jpg,UGR assemblages/Descontextualizado/Raw/DEC 41 (2).jpg,UGR assemblages/Descontextualizado/Raw/DEC 41 (3).jpg,,,,High,structured
UGR Dep DEC42,UGR Department DEC,AXE,UGR assemblages/Descontextualizado/Raw/DEC 42 (1).jpg,UGR assemblages/Descontextualizado/Raw/DEC 42 (2).jpg,UGR assemblages/Descontextualizado/Raw/DEC 42 (3).jpg,,,,High,structured
UGR Dep DEC43,UGR Department DEC,AXE,UGR assemblages/Descontextualizado/Raw/DEC 43 (1).jpg,UGR assemblages/Descontextualizado/Raw/DEC 43 (2).jpg,UGR assemblages/Descontextualizado/Raw/DEC 43 (3).jpg,,,,High,structured
UGR Dep DEC44,UGR Department DEC,AXE,UGR assemblages/Descontextualizado/Raw/DEC 44 (1).jpg,UGR assemblages/Descontextualizado/Raw/DEC 44 (2).jpg,UGR assemblages/Descontextualizado/Raw/DEC 44 (3).jpg,,,,High,structured
UGR Dep DEC6,UGR Department DEC,MAC,UGR assemblages/Descontextualizado/Raw/DEC 6 (1).jpg,UGR assemblages/Descontextualizado/Raw/DEC 6 (2).jpg,UGR assemblages/Descontextualizado/Raw/DEC 6 (3).jpg,UGR assemblages/UGR trip January 2022/DEC 6.png,,,High,structured
UGR Dep DEC7,UGR Department DEC,AXE,UGR assemblages/Descontextualizado/Raw/DEC 7 (1).jpg,UGR assemblages/Descontextualizado/Raw/DEC 7 (2).jpg,UGR assemblages/Descontextualizado/Raw/DEC 7 (3).jpg,UGR assemblages/UGR trip January 2022/DEC 7.png,,,High,structured
UGR Dep DEC8,UGR Department DEC,AXE,UGR assemblages/Descontextualizado/Raw/DEC 8 (1).jpg,UGR assemblages/Descontextualizado/Raw/DEC 8 (2).jpg,UGR assemblages/Descontextualizado/Raw/DEC 8 (3).jpg,UGR assemblages/UGR trip January 2022/DEC 8.png,,,High,structured
UGR Dep DEC9,UGR Department DEC,AXE,UGR assemblages/Descontextualizado/Raw/DEC 9 (1).jpg,UGR assemblages/Descontextualizado/Raw/DEC 9 (2).jpg,UGR assemblages/Descontextualizado/Raw/DEC 9 (3).jpg,UGR assemblages/UGR trip January 2022/DEC 9.png,,,High,structured
